,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,sunrise,sunset,daylight_duration,sunshine_duration,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant
107,2020-04-16 22:00:00+00:00,15.8585005,4.8085,10.671001,0,0,50761.19,45314.71,0.0,0.0,14.77755,25.199999,37.61544
108,2020-04-17 22:00:00+00:00,16.1585,3.9585001,10.073083,0,0,50998.176,46441.625,0.0,0.0,19.881649,34.56,61.19239
109,2020-04-18 22:00:00+00:00,12.8085,4.9585,8.991834,0,0,51233.598,46828.91,0.0,0.0,21.252197,42.12,55.738293
110,2020-04-19 22:00:00+00:00,14.8085,3.2585,9.2543335,0,0,51467.26,47236.26,0.0,0.0,21.218632,42.12,70.49024
111,2020-04-20 22:00:00+00:00,16.6585,5.1085,10.989751,0,0,51698.984,47556.383,0.0,0.0,24.522316,47.519997,78.34755
112,2020-04-21 22:00:00+00:00,18.1585,5.7085,12.179336,0,0,51928.566,47772.766,0.0,0.0,16.808569,34.56,71.037094
113,2020-04-22 22:00:00+00:00,20.4085,5.6085,13.4939165,0,0,52156.008,47986.754,0.0,0.0,9.826088,23.4,86.531815
114,2020-04-23 22:00:00+00:00,21.6085,6.7584996,14.329335,0,0,52382.97,35195.953,0.0,0.0,24.798225,45.719997,276.46524
115,2020-04-24 22:00:00+00:00,14.2085,7.9084997,11.037667,0,0,52609.72,22212.154,0.1,0.0,23.664352,40.68,318.01285
116,2020-04-25 22:00:00+00:00,17.2085,7.0084996,12.248082,0,0,52836.09,39655.016,0.0,0.0,14.561099,28.8,264.7626
117,2020-04-26 22:00:00+00:00,21.758501,4.1584997,13.739753,0,0,53061.918,44320.62,0.0,0.0,18.014393,34.92,222.3438
118,2020-04-27 22:00:00+00:00,22.6085,8.4585,15.841834,0,0,53287.027,35062.836,0.1,0.0,17.10284,29.88,280.01877
119,2020-04-28 22:00:00+00:00,17.1085,9.0085,12.298084,0,0,53511.242,15157.842,1.7000003,0.0,16.1198,36.36,30.849195
120,2020-04-29 22:00:00+00:00,17.508501,8.7585,13.385583,0,0,53734.387,33391.688,1.1,0.0,18.671474,45.36,197.08539
121,2020-04-30 22:00:00+00:00,16.758501,9.3085,13.0980835,0,0,53956.26,38787.098,4.1,0.0,25.460934,50.039997,220.98212
122,2020-05-01 22:00:00+00:00,15.408501,7.7584996,10.756417,0,0,54176.68,33136.496,6.5,0.0,18.430452,36.36,250.29878
123,2020-05-02 22:00:00+00:00,14.5585,6.5585,10.606417,0,0,54395.44,36768.54,0.4,0.0,20.620806,37.079998,277.52487
124,2020-05-03 22:00:00+00:00,12.658501,6.2085,9.4085,0,0,54612.344,4679.6235,4.4999995,0.0,15.034041,27.359999,300.85922
125,2020-05-04 22:00:00+00:00,11.908501,3.4085,7.7814174,0,0,54827.164,50222.14,0.70000005,0.0,21.252197,42.839996,323.22815
126,2020-05-05 22:00:00+00:00,16.0585,4.8585,10.571,0,0,55039.695,50324.402,0.0,0.0,20.883102,39.6,312.46295
127,2020-05-06 22:00:00+00:00,15.8085,5.8585,10.564751,0,0,55249.707,33066.383,0.0,0.0,18.681883,34.2,293.45322
128,2020-05-07 22:00:00+00:00,20.4585,5.9585,13.423084,0,0,55456.96,50400.0,0.0,0.0,14.773164,31.319998,291.05505
129,2020-05-08 22:00:00+00:00,21.8085,7.7584996,15.310586,0,0,55661.23,50400.0,0.0,0.0,15.315873,26.28,69.51417
130,2020-05-09 22:00:00+00:00,23.6585,11.3085,17.606417,0,0,55862.26,31689.564,0.3,0.0,16.62249,32.039997,110.679115
131,2020-05-10 22:00:00+00:00,15.5085,3.8085,8.404334,0,0,56059.8,0.0,7.8,0.0,26.319422,45.0,350.9687
132,2020-05-11 22:00:00+00:00,11.158501,0.95849997,6.868916,0,0,56253.586,31591.47,0.2,0.0,23.42491,43.92,270.39203
133,2020-05-12 22:00:00+00:00,13.5585,5.3585,9.6835,0,0,56443.56,27953.758,0.7,0.0,19.969458,36.719997,259.1304
134,2020-05-13 22:00:00+00:00,14.0585,5.1584997,9.4085,0,0,56631.22,50622.055,0.70000005,0.0,19.930477,40.32,352.9136
135,2020-05-14 22:00:00+00:00,14.6085005,1.6085,9.250165,0,0,56816.773,39051.31,0.0,0.0,21.767351,38.519997,306.60278
136,2020-05-15 22:00:00+00:00,14.6085005,5.8085,11.073083,0,0,57000.035,26309.273,0.0,0.0,23.400002,43.92,259.2005
137,2020-05-16 22:00:00+00:00,17.6085,9.1085005,13.366834,0,0,57180.82,38005.43,0.0,0.0,22.007162,41.399998,273.52582
138,2020-05-17 22:00:00+00:00,21.2085,11.408501,15.523086,0,0,57358.918,32593.904,0.0,0.0,22.702845,41.039997,262.85217
139,2020-05-18 22:00:00+00:00,18.7085,11.5585,14.491833,0,0,57534.14,15140.31,0.0,0.0,21.749481,41.760002,298.2306
140,2020-05-19 22:00:00+00:00,20.0585,9.4585,14.739751,0,0,57706.277,51503.125,0.0,0.0,17.462782,35.28,356.77902
141,2020-05-20 22:00:00+00:00,19.9585,6.9585,14.410583,0,0,57875.125,50735.945,0.0,0.0,18.35647,31.319998,80.93467
142,2020-05-21 22:00:00+00:00,22.5585,10.0585,17.300169,0,0,58040.45,29413.242,1.0,0.0,21.028437,37.8,138.27414
143,2020-05-22 22:00:00+00:00,19.1085,12.5085,15.718918,0,0,58202.043,11895.105,6.299999,0.0,21.437386,39.6,248.23407
144,2020-05-23 22:00:00+00:00,16.1585,8.8585005,12.448082,0,0,58359.67,37083.492,8.4,0.0,27.51116,60.839996,262.40213
145,2020-05-24 22:00:00+00:00,13.908501,9.8085,11.554334,0,0,58513.12,16583.896,1.2,0.0,22.657131,42.839996,307.5849
146,2020-05-25 22:00:00+00:00,19.2085,6.7085,13.612667,0,0,58662.137,52345.09,0.2,0.0,14.021525,29.88,18.716362
147,2020-05-26 22:00:00+00:00,20.8085,5.9585,14.870999,0,0,58806.504,32692.78,0.3,0.0,18.057508,33.48,338.70255
148,2020-05-27 22:00:00+00:00,19.3585,10.908501,14.771,0,0,58945.96,53204.28,1.2,0.0,22.206486,45.0,359.39108
149,2020-05-28 22:00:00+00:00,19.6085,7.3085,14.100166,0,0,59080.277,37039.492,0.0,0.0,17.208603,30.599998,36.59557
150,2020-05-29 22:00:00+00:00,17.0585,8.2085,13.498082,0,0,59209.203,40408.34,0.0,0.0,28.639803,52.56,26.253626
151,2020-05-30 22:00:00+00:00,21.4085,10.3585005,15.443916,0,0,59332.49,42859.176,0.0,0.0,24.640942,45.0,13.61253
152,2020-05-31 22:00:00+00:00,23.4085,8.8585005,16.479334,0,0,59449.88,54405.395,0.0,0.0,23.893261,45.719997,36.30183
153,2020-06-01 22:00:00+00:00,26.4085,10.4585,19.256418,0,0,59561.25,54337.34,0.0,0.0,19.9954,38.88,354.5729
